facility_name,category2,latitude,longitude,land_lot_address,phone_number,operating_hours
송파예술마루,전시/기념관,37.52205403,127.097762,서울특별시 송파구 신천동 1-1,02-414-3512,정보없음
송파책박물관,전시/기념관,37.49888418,127.104383,서울특별시 송파구 가락동 910,02-2147-2486,10:00-18:00 (입장마감: 폐관 30분전)
쇳대박물관,전시/기념관,37.57748624,127.008183,서울특별시 종로구 이화동 9-84,02-766-6494,10:00-18:00
쇼골프,대형체육시설,37.51942067,126.93861,서울특별시 영등포구 여의도동 61-5,02-761-7758,매일 06:00-23:00
쇼비티,영화/연극/공연,37.58329492,127.003057,서울특별시 종로구 동숭동 1-41,02-319-9877,정보없음
쇼팽의집,영화/연극/공연,37.54925683,127.093567,서울특별시 광진구 구의동 58-8,02-453-1380,정보없음
수락산공원서울유아숲체험현장,관광지,37.68332766,127.090168,서울특별시 노원구 상계동 산 155-1,02-2116-0545,정보없음
수입상품전시회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-792-4833,"2022년 6월 23일(목)-6월 25일(토), 10:00-17:00"
숙명여자대학교문신미술관,전시/기념관,37.543832,126.965458,서울특별시 용산구 청파동3가 115 숙명여자대학교,02-2077-7052,10:00-17:00
숙명여자대학교박물관,전시/기념관,37.543832,126.965458,서울특별시 용산구 청파동3가 115 숙명여자대학교,02-710-9134,10:00-17:00
순위아트홀,영화/연극/공연,37.50154346,127.025367,서울특별시 서초구 서초동 1305-2,070-8857-4084,정보없음
숨프로젝트,전시/기념관,37.51373319,127.036565,서울특별시 강남구 논현동 247-13,02-585-5022,정보없음
숭실대학교한국기독교박물관,전시/기념관,37.49642897,126.955158,서울특별시 동작구 상도동 511,02-820-0752,평일 10:00-16:30
숭인공원서울유아숲체험현장,관광지,37.58075788,127.00756,서울특별시 종로구 동숭동 50-146,0507-1409-4152,상시개방
숭인공원숭인재,전시/기념관,37.57659462,127.01732,서울특별시 종로구 숭인동 58-447,02-2148-4152,00:00-24:00
숭인공원유아숲체험장,관광지,37.57863452,127.018207,서울특별시 종로구 숭인동 56-136,0507-1409-4152,매일00:00-24:00
쉼박물관,전시/기념관,37.59950369,126.955678,서울특별시 종로구 홍지동 36-20,02-396-9277,화-일 10:00-18:00
쉽게골프,대형체육시설,37.54541423,127.054706,서울특별시 성동구 성수동2가 300-7,,AM 7:00-PM 22:00
슈퍼맨아트홀,영화/연극/공연,37.55030958,126.915803,서울특별시 마포구 서교동 394-44,02-6393-5037,정보없음
슈피겐홀,영화/연극/공연,37.51136781,127.048517,서울특별시 강남구 삼성동 114-9,02-6713-6410,"평일 11:00-22:00,주말 10:00-22:00"
스마트공장 · 자동화산업전,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-1087,2023. 3. 8(수)-10(금)
스마트서울전시관,전시/기념관,37.56631742,126.977829,서울특별시 중구 태평로1가 31,02-2133-7874,매일 10:00-18:00 사전예약을 통한 전시관람
스마트인테리어테스트베드센터상설전시장,전시/기념관,37.56237581,126.837752,서울특별시 강서구 마곡동 792-2,,정보없음
스위트팩토리,전시/기념관,37.53742313,126.892792,서울특별시 영등포구 양평동5가 21,02-2670-6396,"평일 10:00-18:00, 토요일 10:00-14:00"
스카이씨어터,영화/연극/공연,37.58298283,127.002649,서울특별시 종로구 동숭동 1-48,070-4106-8889,정보없음
스쿠버블루,대형레저시설,37.51902266,127.056403,서울특별시 강남구 삼성동 58-6,02-555-5155,정보없음
스타갤러리,전시/기념관,37.52339385,127.038517,서울특별시 강남구 신사동 666-15,02-511-0878,11:00-20:00
스타골프크럽,대형체육시설,37.48353701,127.129627,서울특별시 송파구 문정동 97-4,02-403-8771,정보없음
스타비스코리아,전시/기념관,37.50948764,127.054788,서울특별시 강남구 삼성동 127-11,02-780-1040,정보없음
스튜디오76,영화/연극/공연,37.57967397,127.004279,서울특별시 종로구 동숭동 187-12,,정보없음
스튜디오블루,영화/연극/공연,37.58247727,127.003268,서울특별시 종로구 동숭동 1-73,0507-1328-9207,"평일 19:00-22:00,주말 14:00-22:00"
스튜디오아미띠에,영화/연극/공연,37.55975275,126.830889,서울특별시 강서구 마곡동 774-1,,00:00-24:00
스튜디오SK소극장,영화/연극/공연,37.58390229,126.997118,서울특별시 종로구 명륜3가 122-2,0507-1440-3339,금-일 12:00-22:00
스페이스1959,영화/연극/공연,37.57889089,127.004928,서울특별시 종로구 동숭동 192-10,,정보없음
스페이스207,영화/연극/공연,37.44701293,127.056667,서울특별시 서초구 신원동 659,02-577-5207,매일 10:30-23:00
스페이스22,전시/기념관,37.49783995,127.028579,서울특별시 강남구 역삼동 825,02-3469-0822,화-일11:00-19:00
스페이스브릭,영화/연극/공연,37.55120202,126.919689,서울특별시 마포구 서교동 395-15,0507-1420-3951,"평일(월-목), 금요일, 토/일/공휴일: 10:00-20:00 , 13:00-23:00"
스페이스신선,전시/기념관,37.53736772,127.001275,서울특별시 용산구 한남동 683-138,02-793-7400,11:00-20:00
스페이스오뉴월,전시/기념관,37.59442555,126.99942,서울특별시 성북구 성북동 51-2,070-4401-6741,11:00-18:30
스페이스원,전시/기념관,37.54532379,126.985086,서울특별시 용산구 용산동2가 1-480,,정보없음
스페이스이끼,전시/기념관,37.59230596,126.99187,서울특별시 성북구 성북동 217-140,0507-1374-0407,화-일 11:00-18:00
스페이스캔,전시/기념관,37.59489839,126.99945,서울특별시 성북구 성북동 46-7,02-766-7606,수-토10:00-18:00
스페이스C,전시/기념관,37.52407043,127.032812,서울특별시 강남구 신사동 627-8,02-547-9177,"4월-10월 10:00-19:00, 11월-3월 10:00-18:00"
스페이스K(강서),전시/기념관,37.56109293,126.830975,서울특별시 강서구 마곡동 772,02-3665-8918,10:00-18:00
스포애니,대형체육시설,37.60009953,126.915568,서울특별시 은평구 역촌동 85-12,02-383-5555,"평일 00:00-24:00,토 00:00-23:00,일 10:00-18:00"
승설재,전시/기념관,37.58008904,126.984619,서울특별시 종로구 가회동 141,02-741-5766,12:00-18:30
시립광진청소년수련관대극장,영화/연극/공연,37.54631857,127.106555,서울특별시 광진구 광장동 313-3,02-2204-3100,"월-토요일-09:00-22:00,일요일, 법정공휴일-09:30-18:00"
시립목동청소년센터,영화/연극/공연,37.53071939,126.875499,서울특별시 양천구 목동 918,02-2642-1318,매일 06:00-22:00 프로그램에 따라 유동적
시몬느핸드백박물관,전시/기념관,37.51903912,127.022964,서울특별시 강남구 신사동 536-17,02-3444-0912,"화-토 10am-7pm,일 11am-7pm"
시온아트홀,영화/연극/공연,37.58298283,127.002649,서울특별시 종로구 동숭동 1-48,070-8719-9106,정보없음
식민지역사박물관,전시/기념관,37.54578472,126.966836,서울특별시 용산구 청파동2가 42-8,02-2139-0427,10:30-18:00 (입장은 17:30까지)
신길골프연습장,대형체육시설,37.50815475,126.920158,서울특별시 영등포구 신길동 459-5,02-846-7720,"주중 05:30-22:00, 주말 06:00-21:30"
신당창작아케이드,영화/연극/공연,37.5670201,127.019649,서울특별시 중구 황학동 370-1,02-2232-8833,정보없음
신문박물관,전시/기념관,37.56986776,126.977657,서울특별시 종로구 세종로 139-8,02-2020-1880,화요일-일요일 오전 10시-오후 6시 30분 (매표마감 오후 6시) *일민미술관의 기획전이 있는 기간에는 기존 운영시간에서 30분 연장 운영합니다. (매표마감 오후 6시 30분)
신사공원서울유아숲체험현장,관광지,37.59304305,126.909484,서울특별시 은평구 신사동 98-46,02-351-8004,정보없음
신연아트홀,영화/연극/공연,37.58326484,127.002439,서울특별시 종로구 동숭동 1-37,02-3676-0282,정보없음
신영체임버홀,영화/연극/공연,37.52129732,126.928885,서울특별시 영등포구 여의도동 34-8,02-541-3184,매일12:00-22:00
신월야구장,대형체육시설,37.52648878,126.832653,서울특별시 양천구 신월동 149-20,02-2699-6407,09:00-11:50 12:00-14:50 15:00-17:50 18:00-20:50
신정산우렁바위유아숲체험원,관광지,37.51052362,126.857048,서울특별시 양천구 신정동 621,02-2620-3575,상시개방
신촌문화발전소,영화/연극/공연,37.55796298,126.939755,서울특별시 서대문구 창천동 4-113,02-330-4393,10:00-18:00 
신한류플러스,영화/연극/공연,37.5500498,126.912061,서울특별시 마포구 합정동 472,02-338-3366,10:00-20:00
신한아트홀,영화/연극/공연,37.51766928,127.035823,서울특별시 강남구 논현동 106-4,02-2151-7699,매일00:00-24:00
신한PLAY스퀘어,영화/연극/공연,37.5515008,126.91395,서울특별시 마포구 서교동 490,1644-2961,정보없음
신한PLAY스퀘어드림홀,영화/연극/공연,37.5515008,126.91395,서울특별시 마포구 서교동 490,1644-2961,정보없음
신한PLAY스퀘어라이브홀,영화/연극/공연,37.5515008,126.91395,서울특별시 마포구 서교동 490,1644-2961,정보없음
실험누리과학관,전시/기념관,37.49662252,127.055233,서울특별시 강남구 대치동 1024,02-552-3166,화-일 10:00-18:00
심산아트홀,영화/연극/공연,37.49885315,126.990516,서울특별시 서초구 반포동 114-3,02-3477-2862,공연에따라
심여화랑,전시/기념관,37.57763896,126.98092,서울특별시 종로구 사간동 37-1,02-739-7517,"화-토 11:00-18:00, 일 12:00-17:00"
쌀박물관,전시/기념관,37.56649912,126.968556,서울특별시 중구 충정로1가 75-1,02-2080-5681,"매주 화-일요일,하절기 (3-10월) 09:30-18:00,동절기 (11-2월) 09:30-17:30"
쌈지길,전시/기념관,37.57426477,126.984877,서울특별시 종로구 관훈동 38,02-736-0088,10:30-20:30
쌍문공원서울유아숲체험현장,관광지,37.65298213,127.029991,서울특별시 도봉구 쌍문동 산 82,02-2091-3756,상시개방
썬시스템,전시/기념관,37.48418577,127.121364,서울특별시 송파구 문정동 651-4,02-557-7323,정보없음
썬앤문전용관,영화/연극/공연,37.56817327,126.969976,서울특별시 중구 정동 22,02-769-4779,10:00-20:00
썸데이즈홀,영화/연극/공연,37.58252612,127.002656,서울특별시 종로구 동숭동 1-64,,정보없음
쎄듀컬쳐센터,영화/연극/공연,37.49275968,127.040414,서울특별시 강남구 역삼동 798-15,0507-1401-4764,매일 09:00-22:00
씨랄라워터파크,대형레저시설,37.5177939,126.900077,서울특별시 영등포구 문래동3가 55-16,1522-9661,10:00-19:00
씨씨오씨,전시/기념관,37.47470668,126.882342,서울특별시 금천구 가산동 345-29,02-837-6611,10AM-7PM
씨어터조이,영화/연극/공연,37.5786826,127.004642,서울특별시 종로구 동숭동 192-18,0507-1312-6314,00:00-24:00
씨어터쿰,영화/연극/공연,37.58442274,126.999528,서울특별시 종로구 명륜2가 8,0507-1416-0030,매일00:00-24:00
씽크타운,영화/연극/공연,37.50393518,127.002413,서울특별시 서초구 반포동 19-3,02-6282-5777,정보없음
아난티클럽,영화/연극/공연,37.5258888,127.04227,서울특별시 강남구 청담동 89-15,02-516-3774,정보없음
아라리오갤러리,전시/기념관,37.57787249,126.988509,서울특별시 종로구 원서동 228,02-541-5701,11:00-18:00
아라리오뮤지엄인스페이스,전시/기념관,37.5777622,126.988358,서울특별시 종로구 원서동 219,02-736-5700,10:00-19:00 (화-일)
아라아트,전시/기념관,37.57342884,126.983629,서울특별시 종로구 견지동 85-24,02-733-1981,AM 10:00-PM 7:00 (전시 별 관람시간 상이)
아람골프스튜디오,대형체육시설,37.52719195,127.051695,서울특별시 강남구 청담동 109-1,02-6396-6501,07:00-22:00
아랍문화제,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-551-7130,2022.9.16(금)-9.24(토) 10:00-18:00제15회 아랍문화제 마지막 날인 9월 24일 (토)는 오후 4시에 행사가 마감될 예정입니다.
아르코미술관,전시/기념관,37.58050229,127.003256,서울특별시 종로구 동숭동 1-130,02-760-4850,11:00-19:00
아르코예술극장,영화/연극/공연,37.58118552,127.003,서울특별시 종로구 동숭동 1-111,02-3668-0007,오후 3:00-오후 8:00
아름지기,영화/연극/공연,37.57777193,126.973767,서울특별시 종로구 통의동 35-23,02-741-8373,정보없음
아리랑작은전시관,전시/기념관,37.57232508,126.986105,서울특별시 종로구 인사동 193,02-723-7311,정보없음
아리랑작은전시관,전시/기념관,37.56100005,126.9941,서울특별시 중구 필동2가 7-3,,10:00-18:00
아모레퍼시픽미술관,전시/기념관,37.52879118,126.968674,서울특별시 용산구 한강로2가 424,02-6040-2345,10:00-18:00
아세아요트,대형레저시설,37.46183379,127.035374,서울특별시 서초구 양재동 217,,00:00-24:00
아스가르드씨어터,영화/연극/공연,37.58367047,127.002564,서울특별시 종로구 혜화동 201,0507-1318-6014,11:00-20:00
아시아고아트홀,영화/연극/공연,37.52220936,127.031666,서울특별시 강남구 신사동 628-2,02-3448-8668,07:00-24:00
아시아공원,공원,37.51068239,127.075937,서울특별시 송파구 잠실동 84,02-412-0270,00:00-24:00
아시아호텔아트페어,전시/기념관,37.5594119,126.98322,서울특별시 중구 회현동2가 87,02-741-6320,월-토 10:00-18:00
아신갤러리,전시/기념관,37.58093636,126.984868,서울특별시 종로구 가회동 74,031-775-8266,10:00-17:00
아울로스아트홀,영화/연극/공연,37.48677605,126.906096,서울특별시 동작구 신대방동 686-70,,정보없음
아이이코리아,전시/기념관,37.66350006,127.037388,서울특별시 도봉구 방학동 690-87,070-8253-4987,정보없음
아이파크몰아디다스올인파크,대형체육시설,37.5297718,126.964742,서울특별시 용산구 한강로3가 40-999,02-2012-3810,00:00-24:00
아자스쿨,관광지,37.50619483,127.052403,서울특별시 강남구 삼성동 142-26,,정보없음
아차산유아숲체험장,관광지,37.56241086,127.09568,서울특별시 광진구 중곡동 143-146,02-450-1655,상시개방
아차산체육공원아차산배수지축구장,대형체육시설,37.54896182,127.096503,서울특별시 광진구 구의동 38-4,02-3437-7234,정보없음
아터테인,영화/연극/공연,37.57531238,126.928774,서울특별시 서대문구 연희동 708-2,02-6160-8445,14:00-18:00
아트로,전시/기념관,37.53028936,126.921969,서울특별시 영등포구 여의도동 13-3,02-2029-3111,00:00-24:00
아트사이드,전시/기념관,37.57826837,126.972946,서울특별시 종로구 통의동 32,02-725-1020,화-토 10시-18시
아트선재센터,전시/기념관,37.57946353,126.981839,서울특별시 종로구 소격동 144-2,02-733-8949,금12:00-19:00토12:00-19:00일12:00-19:00화12:00-19:00수12:00-21:00목12:00-19:00
아트센터나비,전시/기념관,37.56969128,126.980304,서울특별시 종로구 서린동 99,02-2121-1031,월-금11:00-18:00
아트센터이다,전시/기념관,37.4810863,127.015245,서울특별시 서초구 서초동 700,02-730-4368,10:00-18:00
아트스페이스그로브,전시/기념관,37.63542815,127.024181,서울특별시 강북구 번동 449-12,02-322-3216,12:00-18:00
아트스페이스H,전시/기념관,37.59205529,127.00241,서울특별시 성북구 성북동 132-3,02-766-5000,"화-토 11:00-18:00, 일 11:00-17:00"
아트에디션,전시/기념관,37.49567866,127.071912,서울특별시 강남구 대치동 514,02-521-9613,9:00-18:00
아트원씨어터1관,영화/연극/공연,37.58026828,127.004007,서울특별시 종로구 동숭동 1-142,02-762-0010,정보없음
아트원씨어터2관,영화/연극/공연,37.58026828,127.004007,서울특별시 종로구 동숭동 1-142,02-762-0010,정보없음
아트원씨어터3관,영화/연극/공연,37.58026828,127.004007,서울특별시 종로구 동숭동 1-142,02-762-0010,정보없음
아트파크,전시/기념관,37.58375987,126.980424,서울특별시 종로구 팔판동 115-5,02-733-8500,10:30-18:00
아트포레스트1관,영화/연극/공연,37.58249115,127.003096,서울특별시 종로구 동숭동 1-66,02-3672-0900,매일11:00-19:00
아트포레스트2관,영화/연극/공연,37.58249115,127.003096,서울특별시 종로구 동숭동 1-66,02-3672-0900,매일11:00-19:00
아트홀가얏고을,영화/연극/공연,37.50479491,127.048457,서울특별시 강남구 역삼동 705-27,02-553-0067,11:00-21:00
아트홀봄,영화/연극/공연,37.51160872,126.927226,서울특별시 동작구 대방동 345-1,02-810-5075,정보없음
아트홀제이,영화/연극/공연,37.51645448,127.11432,서울특별시 송파구 방이동 45-2,,09:00-23:00
아틀리에서울,전시/기념관,37.57335915,126.986085,서울특별시 종로구 관훈동 7,02-730-7837,정보없음
아티스탄홀,영화/연극/공연,37.58309546,127.002103,서울특별시 종로구 동숭동 1-35,02-1661-6981,정보없음
안녕인사동,영화/연극/공연,37.57446687,126.983552,서울특별시 종로구 관훈동 155-2,02-6954-2910,매일 10:00-22:00
안똔체홉극장,영화/연극/공연,37.51371335,127.061909,서울특별시 강남구 삼성동 160-21,02-742-7753,19:00-22:00
안똔체홉극장,영화/연극/공연,37.58308878,126.997023,서울특별시 종로구 명륜3가 140-4,02-742-7753,19:00-22:00
안중근의사기념관,전시/기념관,37.55346849,126.980404,서울특별시 중구 남대문로5가 471,02-3789-1016,"하절기(3월-10월) / 10:00-18:00,동절기(11월-2월) / 10:00-17:00,종료 1시간 전 입장 마감"
알과핵소극장,영화/연극/공연,37.57990114,127.003569,서울특별시 종로구 동숭동 1-131,02-745-8833,정보없음
알부스갤러리,영화/연극/공연,37.53819992,127.005905,서울특별시 용산구 한남동 723-6,0507-1429-8050,"화-토 : 오전 10시-오후 6,일요일, 공휴일 : 오전 10시-오후 5시"
암사골프아카데미,대형체육시설,37.55140946,127.124099,서울특별시 강동구 암사동 510,0507-1447-1872,"주중 06:00-23:00,주말 10:00-20:00"
암사동선사유적박물관,전시/기념관,37.55985237,127.130833,서울특별시 강동구 암사동 139-2,02-3425-6520,"관람시간: 09:30-18:00,입장시간: 09:30-17:30"
암사어린이극장,영화/연극/공연,37.56345434,127.133357,서울특별시 강동구 암사동 116-22,02-481-8808,13:00-16:00
압구정예홀,영화/연극/공연,37.5278619,127.036312,서울특별시 강남구 신사동 640-2,02-541-8367,정보없음
압구정풋살스튜디오,대형체육시설,37.52664785,127.037303,서울특별시 강남구 신사동 658,0507-1345-8884,매일 06:00-23:50
애임코리아,전시/기념관,37.52371135,126.972351,서울특별시 용산구 용산동5가 24-1,02-3452-1855,정보없음
앤드유,전시/기념관,37.56714881,126.979022,서울특별시 중구 무교동 24-2,070-7733-7694,09:00-18:00
야외공연장,영화/연극/공연,37.57844311,127.062735,서울특별시 동대문구 전농동 산 32-20,,정보없음
양재시민의숲,공원,37.4730498,127.036977,서울특별시 서초구 양재동 236,02-575-3895,00:00-24:00
양재시민의숲매헌윤봉길의사기념관,전시/기념관,37.4730498,127.036977,서울특별시 서초구 양재동 236,02-578-3388,"하절기(3월-10월) 10:00-18:00,동절기(11월-2월) 10:00-17:00,종료 30분 전 입장마감"
양재천얼음썰매장,대형레저시설,37.48914198,127.061986,서울특별시 강남구 개포동 648-1,02-445-1416,10시-16시
양천문화원,영화/연극/공연,37.51076244,126.870207,서울특별시 양천구 신정동 1325-3,02-2651-5300,정보없음
양천해누리체육공원,대형체육시설,37.51154311,126.872397,서울특별시 양천구 신정동 330-4,02-2652-3453,"06:00-20:00, 일출 일몰시간에 따라 월별 운영시간 상이"
양화진문화원,영화/연극/공연,37.54437976,126.910908,서울특별시 마포구 합정동 114-4,02-332-9171,정보없음
양화한강공원,공원,37.54450522,126.893351,서울특별시 영등포구 양화동 1-4,02-3780-0581,00:00-24:00
어린이교통안전체험장,관광지,37.550559,126.88171,서울특별시 영등포구 양화동 156-5,,"오전 10:00-12:00, 오후 13:30-15:30 (월-금요일)"
어린이대공원,관광지,37.5520117,127.078772,서울특별시 광진구 능동 18,02-450-9311,05:00-22:00
어린이대공원잔디축구장,대형체육시설,37.5520117,127.078772,서울특별시 광진구 능동 18,02-450-9321,정보없음
어린이민속박물관,전시/기념관,37.57590409,126.976842,서울특별시 종로구 세종로 1-1,02-3704-3014,09:00-18:00
어린이회관 눈썰매장,대형레저시설,37.547246,127.078304,서울특별시 광진구 능동 18-11,02-2204-6028,10:00-17:00
어린이회관얼음썰매장,대형레저시설,37.547246,127.078304,서울특별시 광진구 능동 18-11,02-2204-6028,정보없음
어반무브먼트살롱댄서스라운지,전시/기념관,37.55051055,126.920557,서울특별시 마포구 서교동 405-6,,정보없음
어쿠스틱홀릭,영화/연극/공연,37.55526871,126.928585,서울특별시 마포구 서교동 328-18,0507-1395-3441,시설별 상이
언더스탠드에비뉴아트스탠드,영화/연극/공연,37.5436228,127.043586,서울특별시 성동구 성수동1가 685-704,02-2290-2317,"매일 10:00-22:00 카페 서울숲,매일 10:00-19:00 엄마 손만두 소풍,매일 11:00-20:00 쓰담슈즈"
언더스테이지,영화/연극/공연,37.53663557,127.000702,서울특별시 용산구 한남동 683-132,02-331-6301,화-일12:00-21:00
업스테이지,영화/연극/공연,37.58010131,127.004279,서울특별시 종로구 동숭동 1-150,070-4792-8342,공연일정에 따라 변동
엉클캔들,영화/연극/공연,37.55614463,126.927644,서울특별시 마포구 서교동 330-5,02-323-8819,11:00-21:00
에버레저,대형레저시설,37.54898907,127.108301,서울특별시 광진구 광장동 148-11,02-456-7211,예약제
에스이와이아트,전시/기념관,37.57864393,126.973432,서울특별시 종로구 통의동 7-31,02-720-1864,정보없음
에스팩토리,영화/연극/공연,37.54282174,127.058906,서울특별시 성동구 성수동2가 273-13,02-1800-6310,매일 10:00-22:00
에스페란토문화원,영화/연극/공연,37.56200183,126.98861,서울특별시 중구 충무로2가 12-3,,정보없음
에이블짐골프아카데미신논현역,대형체육시설,37.5045713,127.02359,서울특별시 서초구 반포동 748-8,0507-1396-2696,"평일 06:00-00:00 ,평일 PM 22:00 까지,주말 09:00-21:00,공휴일 09:00-21:00"
에이비군단,전시/기념관,37.52463454,126.99636,서울특별시 용산구 동빙고동 32-18,02-6405-9633,정보없음
에이스마케팅,전시/기념관,37.51800293,127.020185,서울특별시 강남구 신사동 511-1,02-541-2984,정보없음
에이치씨어터,영화/연극/공연,37.57759644,127.004725,서울특별시 종로구 이화동 57,1566-0507,영업시간매일 09:00-23:00
에이치앤티디엠씨,전시/기념관,37.53751822,127.006092,서울특별시 용산구 한남동 723-30,,정보없음
에이틴에이치,대형체육시설,37.5108254,127.057184,서울특별시 강남구 삼성동 153-38,02-538-1838,"평일 10시-22시 ,주말 및 공휴일 10시-20시"
에이틴에이치,대형체육시설,37.50908722,127.044075,서울특별시 강남구 역삼동 683-10,02-563-1818,07:00-22:00
에픽합주실,영화/연극/공연,37.58418521,126.99736,서울특별시 종로구 명륜2가 216-1,02-744-0152,매일 18:00
엔비다이버스,대형레저시설,37.50955109,127.079623,서울특별시 송파구 잠실동 195-5,02-423-6264,11:00-19:00
엔비전스,전시/기념관,37.5833184,126.984816,서울특별시 종로구 가회동 1-29,02-313-9977,화-금 11:00-20:00
엘림아트홀,영화/연극/공연,37.48205846,127.013181,서울특별시 서초구 서초동 1451-74,,24시간 영업
엠엘에프,전시/기념관,37.49567866,127.071912,서울특별시 강남구 대치동 514,02-2292-5556,정보없음
엠제이골프,대형체육시설,37.58159382,127.041451,서울특별시 동대문구 제기동 615-1,0507-1384-7001,"토 08:00-20:00,월 화 06:00-22:00,수 06:00-21:00,목 금 06:00-22:00"
엠제이골프,대형체육시설,37.58867015,127.053686,서울특별시 동대문구 회기동 67-3,02-966-7009,"주중 06:00-24:00,토 08:00-20:00,일 10:00-18:00"
엠팟홀,영화/연극/공연,37.51404673,127.029551,서울특별시 강남구 논현동 58-3,02-541-3929,매일 00:00-24:00
여로연습실,영화/연극/공연,37.47711213,126.977453,서울특별시 동작구 사당동 1046-40,,정보없음
여의도공원,공원,37.52680882,126.922284,서울특별시 영등포구 여의도동 2,02-761-4079,24시개방
여의도눈썰매장여의아이스파크,대형레저시설,37.52680882,126.922284,서울특별시 영등포구 여의도동 2,,"매해 12월 초순경-다음해 2월,오전 10시-오후 9시30분"
여의도샛강생태공원반딧불이생태관,전시/기념관,37.51871841,126.921949,서울특별시 영등포구 여의도동 4-9,02-3780-0849,10:00-17:00
여의도한강공원,공원,37.52708516,126.932864,서울특별시 영등포구 여의도동 84-4,02-3780-0561,00:00-24:00
여의도한강공원파크골프장,대형레저시설,37.51908871,126.942306,서울특별시 영등포구 여의도동 70-1,02-3780-0871,08:00-18:00
여해문화공간,영화/연극/공연,37.56309561,127.007211,서울특별시 중구 장충동1가 26-6,02-3396-4114,정보없음
여행자극장,영화/연극/공연,37.58894239,127.004653,서울특별시 성북구 성북동1가 35-8,,정보없음
역사체험늘봄,관광지,37.55656099,126.975157,서울특별시 중구 남대문로5가 526,02-6325-5755,정보없음
연극플레이스혜화,영화/연극/공연,37.58097233,127.003528,서울특별시 종로구 동숭동 1-100,02-741-1011,"평일 3시 open ,주말 12시 open"
연낙재,전시/기념관,37.58198917,127.004253,서울특별시 종로구 동숭동 50-59,02-741-2808,10:00-19:00
연세대학교노천극장,영화/연극/공연,37.56733801,126.919616,서울특별시 서대문구 연희동 446-304,02-2123-2114,정보없음
연세대학교신촌캠퍼스백주년기념관,전시/기념관,37.56380644,126.942931,서울특별시 서대문구 신촌동 134,02-2123-2114,정보없음
연습실 레몬아트,영화/연극/공연,37.48272925,126.980272,서울특별시 동작구 사당동 1009-20,0507-1371-3364,00:00-24:00
연우소극장,영화/연극/공연,37.58698605,127.001764,서울특별시 종로구 혜화동 26-57,02-744-7090,정보없음
연필로명상하기,영화/연극/공연,37.55812675,126.986256,서울특별시 중구 남산동2가 26-5,02-318-4564,10:00-1800
열린극장,영화/연극/공연,37.58370537,127.000357,서울특별시 종로구 명륜2가 21-18,02-743-6474,정보없음
열린문화공간,영화/연극/공연,37.55314654,126.968279,서울특별시 용산구 서계동 1,02-3279-2211,정보없음
열림홀,영화/연극/공연,37.57362152,127.001615,서울특별시 종로구 연지동 136-12,02-3676-3000,정보없음
영등포리틀야구장,대형체육시설,37.54284224,126.886762,서울특별시 영등포구 양화동 143-1,,정보없음
영등포정보문화센타,영화/연극/공연,37.52512811,126.897405,서울특별시 영등포구 당산동3가 250,02-2670-7581,09:00-18:00
영롱이갈대구장1,대형체육시설,37.54502313,126.88576,서울특별시 영등포구 양화동 4-1,02-2670-3522,08:00-18:00
영롱이갈대구장2,대형체육시설,37.5437727,126.886104,서울특별시 영등포구 양화동 12-2,02-2670-4096,08:00-18:00
영산아트홀,영화/연극/공연,37.52927196,126.924893,서울특별시 영등포구 여의도동 12,02-6181-5260,정보없음
영산양재홀,영화/연극/공연,37.48048538,127.038418,서울특별시 서초구 양재동 20-4,02-571-7689,정보없음
영상으로T90호,영화/연극/공연,37.55392487,126.920399,서울특별시 마포구 서교동 354-11,,정보없음
영인문학관,전시/기념관,37.61189247,126.971758,서울특별시 종로구 평창동 499-3,02-379-3182,월 10:30-17:00
영재교육미술관,전시/기념관,37.61262055,126.978078,서울특별시 종로구 평창동 111-16,02-396-8744,11:00-18:00
영축산서울유아숲체험현장,관광지,37.61923977,127.056545,서울특별시 노원구 월계동 500,02-2116-0545,정보없음
영축산유아숲체험장,관광지,37.62332671,127.055271,서울특별시 노원구 월계동 산 130,02-2116-0545,정보없음
영화사레드피터,영화/연극/공연,37.55383879,126.912216,서울특별시 마포구 서교동 444-17,070-7701-4287,정보없음
영희초등학교영희문화관,영화/연극/공연,37.4923004,127.081133,서울특별시 강남구 일원동 617,02-445-9633,정보없음
예감터여민,영화/연극/공연,37.56797986,126.995365,서울특별시 중구 산림동 207-1,02-798-7242,정보없음
예림당아트홀,영화/연극/공연,37.49792419,127.044357,서울특별시 강남구 역삼동 772,02-6413-3689,10:00-18:00
예성화랑,전시/기념관,37.57294978,126.983618,서울특별시 종로구 견지동 92-1,02-738-3630,"월-금 10:00-18:00, 토 12:00-17:00"
예송미술관,전시/기념관,37.50235785,127.09349,서울특별시 송파구 삼전동 62-2,02-2147-3579,10:00-18:00
예술가의집,전시/기념관,37.58050229,127.003256,서울특별시 종로구 동숭동 1-130,02-760-4715,"사무실 월-토 10:00-19:00, 대관 운영 월-토 10:00-20:00"
예술공간라푸푸,영화/연극/공연,37.58305226,127.003995,서울특별시 종로구 동숭동 26,02-744-5879,정보없음
